[set,]image_path[,label]
UNASSIGNED,gs://helios-sh3/images/m591.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1018.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m28.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1030.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b852.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b846.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1024.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m14.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m354.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b53.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m432.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b701.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b47.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b715.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1248.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m340.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1260.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m368.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1506.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1512.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b729.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1193.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1274.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m397.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1178.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m383.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b926.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1144.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b932.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b503.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m630.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1738.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b265.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b271.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m142.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b517.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m624.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1385.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1062.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1076.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1391.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m618.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1089.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1408.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m181.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1346.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1420.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1434.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m803.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1352.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1435.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1353.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m802.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m816.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1421.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m180.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1409.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m194.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1390.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1384.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1705.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1063.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b258.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m143.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b270.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m625.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b516.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1739.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m631.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b502.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m157.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b264.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b933.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b927.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1145.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b85.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m396.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b91.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1179.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1192.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b728.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1513.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1275.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m369.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1507.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b714.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m427.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b46.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m341.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1249.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m433.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b52.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m15.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b847.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1025.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1031.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b853.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m29.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1498.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m584.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b884.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1467.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1301.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m209.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1315.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b648.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b890.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m553.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b106.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m235.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1329.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b112.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m221.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b674.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m547.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m2.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m976.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b489.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1233.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m962.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m786.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b338.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1103.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1665.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m779.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1671.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1117.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m989.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m751.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1659.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m745.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b476.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b310.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m753.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b460.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b306.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1129.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b312.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b474.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1667.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1101.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1673.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b448.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1219.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m790.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1698.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m784.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1225.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m974.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1231.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m960.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b104.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b662.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m551.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1459.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m545.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b110.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m223.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b138.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1303.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1465.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b886.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m579.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1317.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b879.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m586.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b845.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b851.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1033.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b716.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m425.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1539.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b50.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b702.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m431.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m357.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1511.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b78.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1190.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1184.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1505.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1263.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m380.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b87.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b93.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b931.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1153.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1147.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m627.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b514.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m141.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b272.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1049.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m155.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b266.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m633.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b500.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1392.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b528.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1713.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1075.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m169.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1707.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1386.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m828.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1351.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m800.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1437.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1423.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b299.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1345.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m814.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b298.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m815.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1344.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m801.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1350.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m197.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m829.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m183.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1060.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m168.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1387.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1706.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1712.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b529.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1393.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m154.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b501.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m632.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b515.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m626.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1048.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m140.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1146.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b924.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b930.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1152.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b92.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b918.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m395.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1289.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b86.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1504.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1262.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1191.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m418.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b79.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1510.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b703.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b51.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b850.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1032.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b688.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m16.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b844.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m587.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1470.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m578.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1316.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1302.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b139.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1464.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m544.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b677.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m222.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b111.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m236.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1458.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m550.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m961.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1230.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m975.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1224.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m785.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1699.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m791.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1114.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1666.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1100.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1128.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m746.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b461.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m752.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b307.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1104.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b459.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1662.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1676.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1138.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m756.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b465.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m742.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b471.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m5.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m971.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m965.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m795.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1689.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m959.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1208.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m781.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1460.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b883.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1306.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1312.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b129.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b897.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1474.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b667.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b101.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b115.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m226.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b673.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m540.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b698.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m12.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1036.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m597.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m583.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b868.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1195.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1272.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m408.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b69.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1181.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1500.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b713.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m420.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b41.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1528.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m346.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m352.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b707.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m434.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b55.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b934.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b920.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1142.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b908.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b82.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m385.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m391.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b96.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m178.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1397.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1716.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1702.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b539.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1064.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m144.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b277.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m622.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b511.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m636.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b505.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1058.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m150.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b263.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1432.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b288.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m805.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1340.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m811.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1426.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m187.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1368.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m192.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1369.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m810.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1341.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1433.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b504.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m637.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b262.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m151.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1059.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b276.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m145.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b510.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m623.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b538.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1703.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1065.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1071.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1717.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1396.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1298.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b921.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1143.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m1157.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b935.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m353.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/m435.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b706.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1529.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b40.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m347.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b1267.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1501.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m1180.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b68.jpg,benign
UNASSIGNED,gs://helios-sh3/images/b1515.jpg,benign
UNASSIGNED,gs://helios-sh3/images/m582.jpg,malignant
UNASSIGNED,gs://helios-sh3/images/b855.jpg,benign
